阿斗当皇帝	软弱无能
练武术的不拿刀枪	赤手空拳
凉水泡豌豆	冷处理
梁山伯看到祝英台	一见钟情
梁山伯与祝英台	生死相依；生死不离
梁山泊的军师	无（吴）用
梁山泊的王伦	容不得人；不能容人；谁都容不得
梁山泊的吴用	足智多谋
梁山泊的兄弟	不打不相识；志同道合
梁上吊死人	上不着天，下不着地
梁头上吊王八	四脚无靠
梁柱上插针	粗中有细
粮库里头一颗谷	有你不多，无你不少
两把号吹成一个调	想（响）到一块了
两代寡妇	没功（公）夫
两分钱的醋	又酸又贱
两分钱的韭菜	一小撮
两分钱开店铺	周转不开；穷张罗
两分钱买个羊蹄子	横扯筋；扯筋
两分钱买一篮子菜	不是好货；不是好东西
两分钱一个猪	脸面不值钱
两副重担一肩挑	难上难；难上加难
两个巴掌打人	左右开弓
两个鼻子眼出气	息息相关
两个槌敲一面锣	想（响）到一块了
两个第一	不相上下
两个肩膀找张嘴	走到哪里吃到哪里
两个叫花子（乞丐）拜堂	穷配穷；穷凑合
两个喇叭一个调	想（响）到一块了
两个泥菩萨过河	谁也救不了谁
两个琵琶一个调	谈（弹）到一块儿去了
两个人打排球	推来推去；互相推脱（托）
两个人奏笙	一个吹，一个捧；你吹我捧
两个山字重起来	请出
两个秀才当文书	字字推敲
两个哑巴吵架	不知谁是谁非；难断是非
两个羊羔打架	对头
两个月的囡（nan 小孩儿）	逃不了
两个醉汉睡觉	东倒西歪
两股道上的车	撞不上；各走各的路；各行各的道
两股脏水汇一起	同流合污
两横加一竖	干
两虎相斗	必有一伤；自相残杀
两架破飞机	对不起
两口子拜年	多此一举
两口子拜堂	欢天喜地
两口子唱《西厢记》	真真假假
两口子唱戏	一唱一和；夫唱妇随
两口子锄地	不顾（雇）别人
两口子打官司	一言难尽
两口子的帐	难算；算不清；说不清
两口子对着吹喇叭	斗气
两口子分家	各人顾各人
两口子赶集	志同道合
两口子回门	成双成对
两口子推磨	齐心协力
两勤夹一懒	一不做，二不休
两人盖床小被子	顾了这头丢那头
两扇磨磨面粉	缺一不可
两手架鼓	等着挨敲
两手抹糨子（jian zi糨糊）	粘土了
两手托刺猬	棘手；碰到棘手的
两手攥（zuan握）三大钱	一是一，二是二
两条道上跑的车	各不相干
两条腿的板凳	坐不稳；站不住脚
两响炮升天	想（响）到一块了
两眼一眨，老母鸡变鸭	说变就变；转眼就变；变化无常
两样布夹袄	表里不一
两张纸画个驴头	好大的脸皮
两只耳朵	生死不见面
两只风筝一块飞	胡搅蛮缠
两只手写对联	双管齐下
两只眼盯着一个小钱	见钱眼开
亮月下耍大刀	胡砍
晾衣竿钩月亮	差天远
聊斋上的文章	鬼话连篇
鹩哥（liao ge鹪鹩。小鸟）落在牛背上	无足轻重
林冲到了野猪林	绝处逢生
林冲看守草料场	英雄无用武之地
林冲上梁山	逼出来的；官逼民反
林冲误闯白虎堂	上当受骗
林子里的斑鸠	一对儿
临嫁的姑娘	满面春风；春风满面
临拉屎挖茅坑	手忙脚乱
临老当和尚	半路出家
临老得了摇头病	身不由己；不由自主
临老学绣花	晚了；迟了
临上轿才缠脚	临时忙
临上轿穿耳朵	来不及
临死挨了一巴掌	死不要脸
临刑不告饶	执迷不悟
临刑唱大曲	视死如归
临阵磨枪	迟了
淋了雨的熟石榴	咧开了嘴
吝啬鬼走亲戚	两手空
灵堂上唱大戏	又哭又笑；哭的哭；笑的笑’
岭上唱山歌	高调
岭头上对歌	唱高调
铃铛掉了舌头	不想（响）；没想（响）头了
铃铛敲锣鼓	想（响）在一起了
菱角碰粽子	尖对棱；奸（尖）对奸（尖）
另搭台子唱戏	从头来
另起炉灶	各顾各
刘阿斗的江山	白送
刘备的江山	哭出来的
刘备对孔明	言听计从
刘备借荆州	有借无还
刘备卖草鞋	本行
刘备三顾茅庐	尽找明白人
刘备三请诸葛亮	诚心诚意
刘备上了黄鹤楼	胆战心惊；战战兢兢
刘备摔阿斗	收买人心
刘备遇孔明	如鱼得水
刘禅乐不思蜀	忘本
刘胡兰钻铡刀	宁死不屈
刘姥姥进大观园	满载而归；着花了跟；洋相百出；眼花缭乱
刘姥姥坐席	出洋相；洋相百出
流浪汉坐远洋轮	四海为家
流水簿做袍子	浑身是债；满身都是帐
流水滩头	有余（鱼）
留得青山在	不怕没柴烧
琉璃瓶上安蜡扦	又奸（尖）又猾（滑）
琉璃瓦盖鸡窝	大材小用
琉璃瓦盖寺庙	顶好
硫磺脑袋	点火就着
柳树出身	立场不稳
柳树的屁股	坐下就扎根
柳树开花	无结果；不结果
柳树上落凤凰	迟早要飞
柳条穿螃蟹	勾勾搭搭
柳条穿王八	一溜黑货
柳条篮子摇元宵	滚蛋
六个指头擦背	加一奉承
六个指头划拳	出了新招
六个指头挠痒	多一道子
六十岁尿床	老毛病
六十岁生娃娃	好事难盼
六月穿皮袄	自找罪受；反常
六月戴棉帽	不识时务
六月的斑鸠	不知春秋
六月的暴雨	一阵儿
六月的粪缸	越掏越臭
六月的荷花	众人共赏
六月的日头（太阳）	毒极了
六月的山	清（青）一色
六月的闪电	眨眼不见
六月的扇子	借不得
六月的天	说变就变；转眼就变；变化无常
六月的瘟猪	死不开口
六月的云，八月的风	难捉摸，捉摸不定
六月的云，少女的心	变化多端
六月飞霜	怪事一桩
六月里吃薄荷	凉透心；好良（凉）心
六月里吃生姜	服啦（伏辣）
六月里吃西瓜	甜在心上
六月里穿皮袄	反常；自找难受
六月里戴皮帽	乱套
六月里戴手套	保守（手）
六月里的梨疙瘩	有点酸
六月里的鱼汤	不动（冻）
六月里冻死羊	说来话长
六月天穿棉袄	不是好人
六月天晒裂了瓦	坏坯子
六月天身发抖	不寒而栗
六月天下雪	得之不易：难得
六月贴春联	还差半年
六指头拨琵琶	乱弹琴
六指头划拳	都来了
六指头上茶	格外巴结
龙背上刮鳞	痴心妄想
龙船装狗屎	又臭又长
龙灯的胡须	没人理
龙灯的脑壳	任人耍；由人摆布
龙灯耍得好	靠头儿
龙宫里造反	慌了神
龙门阵缺人	摆不起来
龙王长了个偏心眼	旱涝不均
龙王吹喇叭	神气
龙王管土地	管得宽
龙王靠边	人定胜天
龙王爷出海	兴风作浪
龙王爷出阵	翻江倒海
龙王爷打盹	百姓遭殃；四方遭灾
龙王爷打哈欠	好神气
龙王爷的帮手	虾兵蟹将
龙王爷的后代	龙子龙孙
龙王爷的帽子	道道多
龙王爷发怒	张牙舞爪；百姓遭难
龙王爷翻脸	要变天
龙王爷放火	改行
龙王爷招亲	水里来,水里去
龙王爷作法	呼风唤雨
龙王揍河神	自家人打自家人
龙嘴上拔胡须	送死；寻死；自己找死
砻糠（long kangg稻谷砻过后脱下的外壳）搓绳索	起头难；开头难
笼里的斑鸠	不知春秋
笼里捉鸡	十拿九稳
笼屉上抓馒头	稳拿
笼中的肥鸭	早晚得杀
笼中鸟，网中鱼	身不由己；不由自主；逃不了
笼子里的老虎	抖不起威风；难显威风
笼子里的鸟	有翅难飞
笼子里的鹦鹉	多嘴多舌
笼子里关蚂蚁	来去自由
笼子里过日子	睁眼净窟窿
笼子里抓小鸡	没跑；跑不了
聋哑人打官司	说不清；听不明
聋子打翻了哑巴的油瓶	说不清；听不明；说不清楚
聋子戴耳机	充耳不闻
聋子的耳朵	摆设；爱打岔；没用处
聋子放爆竹	散了
聋子放炮	充耳不闻；听而不闻
聋子见哑巴	不闻不问
聋子看戏	饱耳福
聋子擂鼓；瞎子敲锣	各打各的
聋子听戏；瞎子观灯	一无所获
娄阿鼠（昆剧《十五贯》中人物）测字	做贼心虚
娄阿鼠当县令	不是好官
楼顶上的警报器	事出有因（音）
楼上摆盆景	无地自容
搂草打兔子	捎带活
搂着金条睡觉	守财奴
漏斗盛水网兜风	一无所获
漏盆里洗澡	快活不多久
露水泡茶	得之不易；难得
卢沟桥的石狮子	数不清
芦柴秆做门闩	难撑
芦沟桥上石狮子	数不清
芦花做棉被	不是正胎子
芦苇墙上钉钉子	不牢靠
芦苇塞在竹简里	空对空
卤水点豆腐	一物降一物
卤煮寒鸭子	肉烂嘴不烂
鲁班的儿子学木匠	一代传一代；门里出身
鲁班的锯子	不错（锉）
鲁班的手艺	巧夺天工
鲁班门前卖手艺	忘了自个姓名
鲁班门前弄大斧	献丑；充内行
鲁班门前问斧子	讨学问来了
鲁肃服孔明	五体投地
鲁肃上了孔明船	尽办糊涂事
鲁智深出家	无牵无挂
鲁智深倒拔垂杨柳	好大的力气；蛮劲十足
碌碡（liu zhou石磙）碰碌碡	实（石）打实（石）
碌碡上拴镜儿	照常（场）
路边的芨芨草	看不上眼
路边的小草	任人践踏；由人踩
路边捡私生子	非亲非故
路边上的狗屎	不值一文（闻）
辘轳断了轴	玩不转
鹭鸶脚上挂蚂蚱	飞不了你；跑不了它
鹭鸶腿上劈精肉	没多大油水；无中生有
驴粪蛋上插花	臭美
驴粪蛋下霜	外光里不光
驴粪蛋子捏菩萨	坏了胎；胎里坏
驴粪蛋子	外面光
驴脸比母猪头	个比一个难看
驴脸和猪头	丑对丑；一对丑
驴皮煮胶	慢慢熬
驴屁股上的苍蝇	乱哄哄
驴踢房檐	谈（弹）不上
驴踢琵琶	乱弹琴
驴头插龙角	四不像
驴头上长角	怪事；怪事一桩
驴头伸过马食槽	插不上嘴；难插嘴
驴头伸进奶桶里	白吃
驴尾巴吊棒槌	累赘
驴子打滚	四脚朝天
驴子掉进阴沟里	乱谈（弹）
驴子拉磨牛耕田	各干一行；各走各的路；各干各的活
驴子听相声	茫然不懂
驴子下只象	怪胎
驴子削了耳朵	假骂（马）
吕布戏貂蝉	英雄难过美人关；上当受骗
吕洞宾打摆子	占先（颤仙）
吕洞宾讲故事	神话
吕蒙正盖房子	造谣（窑）
旅店里的臭虫	吃客
旅店里租被子	另搞一套
绿绸衫上绣牡丹	锦上添花
绿豆换米	各有一喜
绿豆里找红豆	难得；得之不易
绿头苍蝇	乱闯乱碰；见缝下蛆
绿头苍蝇下蛆	专找缝子钻；见缝就钻
孪生的娃娃	没大没小
乱弹琴	没谱
乱坟堆里找人	都是死硬货
乱坟岗上卖布	鬼扯
乱麻韭菜缠一起	难收拾；不可收拾
乱麻团缠皂角树	理不清
乱麻团掉刺窝	难理清
乱葬坟里掷骰子（tou zi游戏用具或赌具）	净是鬼点子；鬼点子多
乱葬坟上跳舞	鬼迷心窍
轮船开往亚非拉	四通八达；外行（航）
轮船上观海	无边无沿
轮船上泼水	随波逐流
轮胎上的气门芯	里外受气
罗锅（驼背）跌跟头	两头不着地
罗锅睡到碓窝（dui wo石臼）里	再合适不过了；合适
罗锅子（驼背）上树	钱（前）缺
罗汉请观音	客少主人多
萝卜当棒槌	不识货
萝卜地里栽韭菜	各人心里爱
萝卜雕观音	饮食菩萨
萝卜干当人参	不识货
萝卜青菜	各人所爱；各有所爱
萝卜上坟	骗鬼；哄死人
锣鼓喇叭一齐上	吹吹打打；又吹又打
锣鼓响器（唢呐）一起来	大吹大擂
箩筐盛石灰	处处留迹
箩头（箩筐）粪杈子	都是一家子，
骡子不下儿	理所当然
骡子的脸儿	非驴非马
骡子陪考	比劲大
螺丝帽上劲	尽绕圈子；弯弯绕
螺蛳壳里摆擂台	踢打不开
螺蛳壳里做道场	打不开场面
裸男坐石凳	以卵击石
裸女坐板凳	有板有眼
洛阳的牡丹	人人欢喜；个个喜爱
骆驼挨鞭子	忍辱负重
骆驼安鼻子	装相（象）
骆驼吃蚂蚁	小收拾
骆驼打跟头	两头不着实
骆驼的脖子，鸵鸟的脚	各有所长
骆驼蹬蹄	没法治；没治了
骆驼过独木桥	步步有险；一步三分险
骆驼进鸡窝	没门
骆驼进牛棚	门路不对
骆驼进羊圈	不入门
骆驼撒欢	汉个正经样
骆驼身上拔根毛	无伤大体；无足轻重
骆驼生驴子	怪胎
骆驼推磨	大手大脚
骆驼下骡子	怪种
骆驼想吃隔山草	妄想；痴心妄想
骆驼在沙漠里断了水	进退两难
骆驼走路	昂首阔步
落地的柿子	软瘫了；软作一堆
落地的水银	无孔不入。
落蒂的香瓜	熟透了
落锅的虾子	还想跳几下
落花满地红	多谢多谢，
落了三年黄梅雨	绝情（晴）
落水的鸡毛	飞不起来
落水的桃花	随波逐流
落汤的螃蟹	手忙脚乱
落雪天过冰大坂（ban山坡；斜坡）	从头凉到脚
落雨打土坯	没有好货
落雨躲进山神庙	轮（淋）不着
落雨立当院	轮（淋）到头上．
落雨天出太阳	假情（晴）
落雨天打砖	坏坯子
落雨天担禾草	担子越来越重
落在陷阱里的骏马	寸步难行
麻包里装钉子	露头
麻布补西装	半土半洋；土洋结合
麻布厂遭火灾	烧包
麻布袋里的菱角	硬要钻出来
麻布袋绣花	底子太差（比喻基础不好。）
麻布袋做龙袍	不是这块料
麻布片绣花	白费劲
麻布手巾绣牡丹	配不上；不配
麻布下水	柠不干
麻布鞋上镶绸子	不成体统
麻袋换草袋	一代（袋）不如一代（袋）
麻袋里的菱角	个个想出头
麻袋里装猪娃	不知黑白
麻袋片上绣花	一代（袋）不如一代（袋）
麻袋绣花	底子差；基础差；粗中有细；底子不行
麻袋做龙袍	不是这块料
麻风病人长恶疮	毒上加毒
麻杆打老虎	不痛不痒
麻秆搭架子	难顶难撑
麻秆搭桥	难过；担当不起
麻秆打狼	两面怕；两头怕
麻秆手仗	靠不住；不可靠
麻秆做扁担	担当不起；不是正经材料
麻秆做床腿	难撑
麻秆做屋梁	无用之材
麻姑娘搽雪花膏	观点模糊
麻花儿上吊	脆鬼
麻黄汤发汗	茅（毛）塞顿开
麻秸秆做扁担	挑不起重担；难挑担
麻秸秆做笛子	吹不得；别吹了
麻茎当秤杆	没个准儿
麻柳树解板子	不是正经材料
麻面姑娘爱搽粉，瘌痢姑娘爱戴花	臭美
麻婆照镜子	自找难看；个人观点
麻雀搬家	唧唧喳喳
麻雀抱蛋	白欢喜；空喜一场
麻雀吃不下二两谷	肚量小
麻雀搭窝	各顾各
麻雀当家	七嘴八舌
麻雀的肚腹	小心眼；心眼狭小
麻雀的内脏	小心肝
麻雀掉到面缸里	煳（糊）嘴
麻雀掉在面缸里	糊嘴
麻雀斗公鸡	自不量力
麻雀肚子鸡子眼	吃不多，看不远
麻雀剁了身子	光剩嘴
麻雀屙（e 排泄）屎大过箩	大话；讲大话
麻雀飞大海	没着落
麻雀飞到旗杆上	鸟不大，架子倒不小
麻雀飞到糖堆上	空欢喜
麻雀飞进照相馆	见面容易说话难
麻雀跟着蝙蝠飞	白熬夜
麻雀鼓肚子	好大的气
麻雀嫁女	唧唧喳喳;小打小闹
麻雀开会	细商量
麻雀落糠堆	空欢喜；空喜一场
麻雀落在牌坊上	东西不大，架子不小
麻雀入了瞎猫口	不死也要脱层皮
麻雀入笼	飞不了
麻雀生鸡蛋	办不到；没法办
麻雀虽小	肝胆俱全（比喻小而齐全，具有典型意义）
麻雀头包饺子	尽是嘴
麻雀窝里落喜鹊	长不了；早晚要飞
麻雀洗澡	团团转
麻雀下鹅蛋	太话；讲大话；瞎逞能；不可能的事；没有见过
麻雀想和鹰打架	不是对手
麻雀想学凤凰飞	枉费心机
麻雀饮河水	干不了
麻雀炸窝	阵脚大乱
麻雀追飞机	枉费心机
麻雀啄鸡子儿（鸡蛋）	捣蛋
麻雀啄米汤	煳（糊）嘴
麻绳穿绣花针	难通过；通不过
麻绳穿针	钻不进
麻绳串豆腐	提不起来
麻绳吊鸡蛋	两头脱空
麻绳上按电灯泡	搞错了线路
麻绳上扯电灯	搞错了路线；路线错了
麻绳上拉电灯	路线错了
麻绳拴豆腐	提不起
麻绳蘸水	紧上加紧
麻绳蘸盐水	越来越紧
麻媳妇拜见歪嘴婆	丑对丑；一对丑
麻线穿针	钻不进
麻线穿针眼	过得去就行
麻线搓绳	合在一起干
麻丫头照镜子	点子多；点子不少
麻油拌小菜	个个喜爱；人人都喜爱
麻油炒白菜	各人心中爱
麻油炒豆腐	不惜代价
麻油煎豆腐	下了大本钱
麻子不叫麻子	坑人
麻子的脸	尽是缺点
麻子掉枯井	坑人不浅
麻子管事	点子多；点子不少
麻子敲门	坑人到家了（比喻为非作歹，害人已极。）
麻子跳伞	天花乱坠
麻子照相	脸上不好看
马背上的剧团	载歌载舞
马背上跌跤，牛背上抽鞭	错上加错；迁怒于人
马背上钉掌	离题（蹄）太远；不贴题（蹄）
马背上接电话	奇（骑）闻
马背上看书	走着瞧
马脖子上挂铜铃	走到哪，响到哪
马不停蹄，鞭不停挥	老赶
马槽边上的苍蝇	混饭吃
马槽里的苍蝇	混饭吃
马槽里伸出个驴头	多嘴多舌；多一张嘴
马长犄解骡下驹	怪事一桩；怪事
马车过沼泽地	此路不通
马大哈当会计	全是糊涂帐
马到悬崖不收缰	死路一条
马蹬子钉掌	空前绝后
马放南山，刀枪入库	天下太平
马粪球，羊屎蛋	外光里不光；表面光
马蜂的屁股	碰不得；摸不得
马蜂过河	带（歹）毒
马蜂口丁屁股	痛不可言
马蜂窝，蝎子窝	一窝更比一窝毒
马蜂窝	捅不得
马蜂蜇秃子	头痛；没遮没盖
马蜂蜇蝎子	以毒攻毒
马蜂针，蝎子尾	惹不起
马高镫短	上下两难；上下为难
马褂改裤衩儿	大材小用
马褂改棉袄	老一套
马虎（民间传说中形象丑陋、吞食小孩的怪物）看小孩	不放心；放心不下
马鲛鱼	嘴硬骨头酥
马嚼子套在牛嘴上	胡勒
马拉车驾辕	不合套
马拉车尥蹶子（liao jue zi）	乱了套；乱套了
马拉独轮车	说翻就翻；翻了
马拉九鼎	拽（zhuai拉）不动
